id,name,set,set_name,mana_cost,colors,type,super_type,rarity
447075,Giant Spider,GS1,Global Series: Jiang Yanggu and Mu Yanling,{3}{G},['Green'],Creature — Spider,,Common
447076,Ferocious Zheng,GS1,Global Series: Jiang Yanggu and Mu Yanling,{2}{G}{G},['Green'],Creature — Cat Beast,,Common
447077,Fire-Omen Crane,GS1,Global Series: Jiang Yanggu and Mu Yanling,{3}{R}{R},['Red'],Creature — Bird Spirit,,Uncommon
447078,Screeching Phoenix,GS1,Global Series: Jiang Yanggu and Mu Yanling,{4}{R}{R},['Red'],Creature — Phoenix,,Rare
447079,Earthshaking Si,GS1,Global Series: Jiang Yanggu and Mu Yanling,{5}{G},['Green'],Creature — Beast,,Common
447080,Hardened-Scale Armor,GS1,Global Series: Jiang Yanggu and Mu Yanling,{2}{G},['Green'],Enchantment — Aura,,Common
447081,Breath of Fire,GS1,Global Series: Jiang Yanggu and Mu Yanling,{1}{R},['Red'],Instant,,Common
447082,Aggressive Instinct,GS1,Global Series: Jiang Yanggu and Mu Yanling,{1}{G},['Green'],Sorcery,,Common
447083,Confidence from Strength,GS1,Global Series: Jiang Yanggu and Mu Yanling,{2}{G},['Green'],Sorcery,,Common
447084,Journey for the Elixir,GS1,Global Series: Jiang Yanggu and Mu Yanling,{2}{G},['Green'],Sorcery,,Rare
447085,Cleansing Screech,GS1,Global Series: Jiang Yanggu and Mu Yanling,{4}{R},['Red'],Sorcery,,Common
447086,Timber Gorge,GS1,Global Series: Jiang Yanggu and Mu Yanling,,,Land,,Common
447087,Mountain,GS1,Global Series: Jiang Yanggu and Mu Yanling,,,Basic Land — Mountain,['Basic'],Basic Land
447088,Forest,GS1,Global Series: Jiang Yanggu and Mu Yanling,,,Basic Land — Forest,['Basic'],Basic Land
447137,Aegis of the Heavens,M19,Core Set 2019,{1}{W},['White'],Instant,,Uncommon
447138,Aethershield Artificer,M19,Core Set 2019,{3}{W},['White'],Creature — Dwarf Artificer,,Uncommon
447139,"Ajani, Adversary of Tyrants",M19,Core Set 2019,{2}{W}{W},['White'],Legendary Planeswalker — Ajani,['Legendary'],Mythic Rare
447140,Ajani's Last Stand,M19,Core Set 2019,{2}{W}{W},['White'],Enchantment,,Rare
447141,Ajani's Pridemate,M19,Core Set 2019,{1}{W},['White'],Creature — Cat Soldier,,Uncommon
447142,Ajani's Welcome,M19,Core Set 2019,{W},['White'],Enchantment,,Uncommon
447143,Angel of the Dawn,M19,Core Set 2019,{4}{W},['White'],Creature — Angel,,Common
447144,Cavalry Drillmaster,M19,Core Set 2019,{1}{W},['White'],Creature — Human Knight,,Common
447145,Cleansing Nova,M19,Core Set 2019,{3}{W}{W},['White'],Sorcery,,Rare
447146,Daybreak Chaplain,M19,Core Set 2019,{1}{W},['White'],Creature — Human Cleric,,Common
447147,Dwarven Priest,M19,Core Set 2019,{3}{W},['White'],Creature — Dwarf Cleric,,Common
447148,Gallant Cavalry,M19,Core Set 2019,{3}{W},['White'],Creature — Human Knight,,Common
447149,Herald of Faith,M19,Core Set 2019,{3}{W}{W},['White'],Creature — Angel,,Uncommon
447150,Hieromancer's Cage,M19,Core Set 2019,{3}{W},['White'],Enchantment,,Uncommon
447151,Inspired Charge,M19,Core Set 2019,{2}{W}{W},['White'],Instant,,Common
447152,Invoke the Divine,M19,Core Set 2019,{2}{W},['White'],Instant,,Common
447153,Isolate,M19,Core Set 2019,{W},['White'],Instant,,Rare
447154,Knight of the Tusk,M19,Core Set 2019,{4}{W}{W},['White'],Creature — Human Knight,,Common
447155,Knight's Pledge,M19,Core Set 2019,{1}{W},['White'],Enchantment — Aura,,Common
447156,Knightly Valor,M19,Core Set 2019,{4}{W},['White'],Enchantment — Aura,,Uncommon
447157,"Lena, Selfless Champion",M19,Core Set 2019,{4}{W}{W},['White'],Legendary Creature — Human Knight,['Legendary'],Rare
447158,Leonin Vanguard,M19,Core Set 2019,{W},['White'],Creature — Cat Soldier,,Uncommon
447159,Leonin Warleader,M19,Core Set 2019,{2}{W}{W},['White'],Creature — Cat Soldier,,Rare
447160,Loxodon Line Breaker,M19,Core Set 2019,{2}{W},['White'],Creature — Elephant Soldier,,Common
447161,Luminous Bonds,M19,Core Set 2019,{2}{W},['White'],Enchantment — Aura,,Common
447162,Make a Stand,M19,Core Set 2019,{2}{W},['White'],Instant,,Uncommon
447163,Mentor of the Meek,M19,Core Set 2019,{2}{W},['White'],Creature — Human Soldier,,Rare
447164,Mighty Leap,M19,Core Set 2019,{1}{W},['White'],Instant,,Common
447165,Militia Bugler,M19,Core Set 2019,{2}{W},['White'],Creature — Human Soldier,,Uncommon
447166,Novice Knight,M19,Core Set 2019,{W},['White'],Creature — Human Knight,,Uncommon
447167,Oreskos Swiftclaw,M19,Core Set 2019,{1}{W},['White'],Creature — Cat Warrior,,Common
447168,Pegasus Courser,M19,Core Set 2019,{2}{W},['White'],Creature — Pegasus,,Common
447169,Remorseful Cleric,M19,Core Set 2019,{1}{W},['White'],Creature — Spirit Cleric,,Rare
447170,Resplendent Angel,M19,Core Set 2019,{1}{W}{W},['White'],Creature — Angel,,Mythic Rare
447171,Revitalize,M19,Core Set 2019,{1}{W},['White'],Instant,,Common
447172,Rustwing Falcon,M19,Core Set 2019,{W},['White'],Creature — Bird,,Common
447173,Shield Mare,M19,Core Set 2019,{1}{W}{W},['White'],Creature — Horse,,Uncommon
447174,Star-Crowned Stag,M19,Core Set 2019,{3}{W},['White'],Creature — Elk,,Common
447175,Suncleanser,M19,Core Set 2019,{1}{W},['White'],Creature — Human Cleric,,Rare
447176,Take Vengeance,M19,Core Set 2019,{1}{W},['White'],Sorcery,,Common
447177,Trusty Packbeast,M19,Core Set 2019,{2}{W},['White'],Creature — Beast,,Common
447178,Valiant Knight,M19,Core Set 2019,{3}{W},['White'],Creature — Human Knight,,Rare
447179,Aether Tunnel,M19,Core Set 2019,{1}{U},['Blue'],Enchantment — Aura,,Uncommon
447180,Anticipate,M19,Core Set 2019,{1}{U},['Blue'],Instant,,Common
447181,Aven Wind Mage,M19,Core Set 2019,{2}{U},['Blue'],Creature — Bird Wizard,,Common
447182,Aviation Pioneer,M19,Core Set 2019,{2}{U},['Blue'],Creature — Human Artificer,,Common
447183,Bone to Ash,M19,Core Set 2019,{2}{U}{U},['Blue'],Instant,,Uncommon
447184,Cancel,M19,Core Set 2019,{1}{U}{U},['Blue'],Instant,,Common
447185,Departed Deckhand,M19,Core Set 2019,{1}{U},['Blue'],Creature — Spirit Pirate,,Uncommon
447186,Disperse,M19,Core Set 2019,{1}{U},['Blue'],Instant,,Common
447187,Divination,M19,Core Set 2019,{2}{U},['Blue'],Sorcery,,Common
447188,Djinn of Wishes,M19,Core Set 2019,{3}{U}{U},['Blue'],Creature — Djinn,,Rare
447189,Dwindle,M19,Core Set 2019,{2}{U},['Blue'],Enchantment — Aura,,Common
447190,Essence Scatter,M19,Core Set 2019,{1}{U},['Blue'],Instant,,Common
447191,Exclusion Mage,M19,Core Set 2019,{2}{U},['Blue'],Creature — Human Wizard,,Uncommon
447192,Frilled Sea Serpent,M19,Core Set 2019,{4}{U}{U},['Blue'],Creature — Serpent,,Common
447193,Gearsmith Prodigy,M19,Core Set 2019,{U},['Blue'],Creature — Human Artificer,,Common
447194,Ghostform,M19,Core Set 2019,{1}{U},['Blue'],Sorcery,,Common
447195,Horizon Scholar,M19,Core Set 2019,{5}{U},['Blue'],Creature — Sphinx,,Uncommon
447196,Metamorphic Alteration,M19,Core Set 2019,{1}{U},['Blue'],Enchantment — Aura,,Rare
447197,Mirror Image,M19,Core Set 2019,{2}{U},['Blue'],Creature — Shapeshifter,,Uncommon
447198,Mistcaller,M19,Core Set 2019,{U},['Blue'],Creature — Merfolk Wizard,,Rare
447199,Mystic Archaeologist,M19,Core Set 2019,{1}{U},['Blue'],Creature — Human Wizard,,Rare
447200,Omenspeaker,M19,Core Set 2019,{1}{U},['Blue'],Creature — Human Wizard,,Common
447201,Omniscience,M19,Core Set 2019,{7}{U}{U}{U},['Blue'],Enchantment,,Mythic Rare
447202,One with the Machine,M19,Core Set 2019,{3}{U},['Blue'],Sorcery,,Rare
447203,Patient Rebuilding,M19,Core Set 2019,{3}{U}{U},['Blue'],Enchantment,,Rare
447204,Psychic Corrosion,M19,Core Set 2019,{2}{U},['Blue'],Enchantment,,Uncommon
447205,"Sai, Master Thopterist",M19,Core Set 2019,{2}{U},['Blue'],Legendary Creature — Human Artificer,['Legendary'],Rare
447206,Salvager of Secrets,M19,Core Set 2019,{3}{U}{U},['Blue'],Creature — Merfolk Wizard,,Common
447207,Scholar of Stars,M19,Core Set 2019,{3}{U},['Blue'],Creature — Human Artificer,,Common
447208,Sift,M19,Core Set 2019,{3}{U},['Blue'],Sorcery,,Uncommon
447209,Skilled Animator,M19,Core Set 2019,{2}{U},['Blue'],Creature — Human Artificer,,Uncommon
447210,Sleep,M19,Core Set 2019,{2}{U}{U},['Blue'],Sorcery,,Uncommon
447211,Snapping Drake,M19,Core Set 2019,{3}{U},['Blue'],Creature — Drake,,Common
447212,Supreme Phantom,M19,Core Set 2019,{1}{U},['Blue'],Creature — Spirit,,Rare
447213,Surge Mare,M19,Core Set 2019,{U}{U},['Blue'],Creature — Horse Fish,,Uncommon
447214,Switcheroo,M19,Core Set 2019,{4}{U},['Blue'],Sorcery,,Uncommon
447215,"Tezzeret, Artifice Master",M19,Core Set 2019,{3}{U}{U},['Blue'],Legendary Planeswalker — Tezzeret,['Legendary'],Mythic Rare
447216,Tolarian Scholar,M19,Core Set 2019,{2}{U},['Blue'],Creature — Human Wizard,,Common
447217,Totally Lost,M19,Core Set 2019,{4}{U},['Blue'],Instant,,Common
447218,Uncomfortable Chill,M19,Core Set 2019,{2}{U},['Blue'],Instant,,Common
447219,Wall of Mist,M19,Core Set 2019,{1}{U},['Blue'],Creature — Wall,,Common
447220,Windreader Sphinx,M19,Core Set 2019,{5}{U}{U},['Blue'],Creature — Sphinx,,Rare
447221,Abnormal Endurance,M19,Core Set 2019,{1}{B},['Black'],Instant,,Common
447222,Blood Divination,M19,Core Set 2019,{3}{B},['Black'],Sorcery,,Uncommon
447223,Bogstomper,M19,Core Set 2019,{4}{B}{B},['Black'],Creature — Beast,,Common
447224,Bone Dragon,M19,Core Set 2019,{3}{B}{B},['Black'],Creature — Dragon Skeleton,,Mythic Rare
447225,Child of Night,M19,Core Set 2019,{1}{B},['Black'],Creature — Vampire,,Common
447226,Death Baron,M19,Core Set 2019,{1}{B}{B},['Black'],Creature — Zombie Wizard,,Rare
447227,Demon of Catastrophes,M19,Core Set 2019,{2}{B}{B},['Black'],Creature — Demon,,Rare
447228,Diregraf Ghoul,M19,Core Set 2019,{B},['Black'],Creature — Zombie,,Uncommon
447229,Doomed Dissenter,M19,Core Set 2019,{1}{B},['Black'],Creature — Human,,Common
447230,Duress,M19,Core Set 2019,{B},['Black'],Sorcery,,Common
447231,Epicure of Blood,M19,Core Set 2019,{4}{B},['Black'],Creature — Vampire,,Common
447232,Fell Specter,M19,Core Set 2019,{3}{B},['Black'],Creature — Specter,,Uncommon
447233,Fraying Omnipotence,M19,Core Set 2019,{3}{B}{B},['Black'],Sorcery,,Rare
447234,Gravedigger,M19,Core Set 2019,{3}{B},['Black'],Creature — Zombie,,Uncommon
447235,Graveyard Marshal,M19,Core Set 2019,{B}{B},['Black'],Creature — Zombie Soldier,,Rare
447236,Hired Blade,M19,Core Set 2019,{2}{B},['Black'],Creature — Human Assassin,,Common
447237,Infectious Horror,M19,Core Set 2019,{3}{B},['Black'],Creature — Zombie Horror,,Common
447238,Infernal Reckoning,M19,Core Set 2019,{B},['Black'],Instant,,Rare
447239,Infernal Scarring,M19,Core Set 2019,{1}{B},['Black'],Enchantment — Aura,,Common
447240,Isareth the Awakener,M19,Core Set 2019,{1}{B}{B},['Black'],Legendary Creature — Human Wizard,['Legendary'],Rare
447241,Lich's Caress,M19,Core Set 2019,{3}{B}{B},['Black'],Sorcery,,Common
447242,"Liliana, Untouched by Death",M19,Core Set 2019,{2}{B}{B},['Black'],Legendary Planeswalker — Liliana,['Legendary'],Mythic Rare
447243,Liliana's Contract,M19,Core Set 2019,{3}{B}{B},['Black'],Enchantment,,Rare
447244,Macabre Waltz,M19,Core Set 2019,{1}{B},['Black'],Sorcery,,Common
447245,Mind Rot,M19,Core Set 2019,{2}{B},['Black'],Sorcery,,Common
447246,Murder,M19,Core Set 2019,{1}{B}{B},['Black'],Instant,,Uncommon
447247,Nightmare's Thirst,M19,Core Set 2019,{B},['Black'],Instant,,Uncommon
447248,Open the Graves,M19,Core Set 2019,{3}{B}{B},['Black'],Enchantment,,Rare
447249,Phylactery Lich,M19,Core Set 2019,{B}{B}{B},['Black'],Creature — Zombie,,Rare
447250,Plague Mare,M19,Core Set 2019,{1}{B}{B},['Black'],Creature — Nightmare Horse,,Uncommon
447251,Ravenous Harpy,M19,Core Set 2019,{2}{B},['Black'],Creature — Harpy,,Uncommon
447252,Reassembling Skeleton,M19,Core Set 2019,{1}{B},['Black'],Creature — Skeleton Warrior,,Uncommon
447253,Rise from the Grave,M19,Core Set 2019,{4}{B},['Black'],Sorcery,,Uncommon
447254,Skeleton Archer,M19,Core Set 2019,{3}{B},['Black'],Creature — Skeleton Archer,,Common
447255,Skymarch Bloodletter,M19,Core Set 2019,{2}{B},['Black'],Creature — Vampire Soldier,,Common
447256,Sovereign's Bite,M19,Core Set 2019,{1}{B},['Black'],Sorcery,,Common
447257,Stitcher's Supplier,M19,Core Set 2019,{B},['Black'],Creature — Zombie,,Uncommon
447258,Strangling Spores,M19,Core Set 2019,{3}{B},['Black'],Instant,,Common
447259,Two-Headed Zombie,M19,Core Set 2019,{3}{B},['Black'],Creature — Zombie,,Common
447260,Vampire Neonate,M19,Core Set 2019,{B},['Black'],Creature — Vampire,,Common
447261,Vampire Sovereign,M19,Core Set 2019,{3}{B}{B},['Black'],Creature — Vampire,,Uncommon
447262,Walking Corpse,M19,Core Set 2019,{1}{B},['Black'],Creature — Zombie,,Common
447263,Act of Treason,M19,Core Set 2019,{2}{R},['Red'],Sorcery,,Common
447264,Alpine Moon,M19,Core Set 2019,{R},['Red'],Enchantment,,Rare
447265,Apex of Power,M19,Core Set 2019,{7}{R}{R}{R},['Red'],Sorcery,,Mythic Rare
447266,Banefire,M19,Core Set 2019,{X}{R},['Red'],Sorcery,,Rare
447267,Boggart Brute,M19,Core Set 2019,{2}{R},['Red'],Creature — Goblin Warrior,,Common
447268,Catalyst Elemental,M19,Core Set 2019,{2}{R},['Red'],Creature — Elemental,,Common
447269,Crash Through,M19,Core Set 2019,{R},['Red'],Sorcery,,Common
447270,Dark-Dweller Oracle,M19,Core Set 2019,{1}{R},['Red'],Creature — Goblin Shaman,,Rare
447271,Demanding Dragon,M19,Core Set 2019,{3}{R}{R},['Red'],Creature — Dragon,,Rare
447272,Dismissive Pyromancer,M19,Core Set 2019,{1}{R},['Red'],Creature — Human Wizard,,Rare
447273,Doublecast,M19,Core Set 2019,{R}{R},['Red'],Sorcery,,Uncommon
447274,Dragon Egg,M19,Core Set 2019,{2}{R},['Red'],Creature — Dragon Egg,,Uncommon
447275,Electrify,M19,Core Set 2019,{3}{R},['Red'],Instant,,Common
447276,Fiery Finish,M19,Core Set 2019,{4}{R}{R},['Red'],Sorcery,,Uncommon
447277,Fire Elemental,M19,Core Set 2019,{3}{R}{R},['Red'],Creature — Elemental,,Common
447278,Goblin Instigator,M19,Core Set 2019,{1}{R},['Red'],Creature — Goblin Rogue,,Common
447279,Goblin Motivator,M19,Core Set 2019,{R},['Red'],Creature — Goblin Warrior,,Common
447280,Goblin Trashmaster,M19,Core Set 2019,{2}{R}{R},['Red'],Creature — Goblin Warrior,,Rare
447281,Guttersnipe,M19,Core Set 2019,{2}{R},['Red'],Creature — Goblin Shaman,,Uncommon
447282,Havoc Devils,M19,Core Set 2019,{2}{R}{R},['Red'],Creature — Devil,,Common
447283,Hostile Minotaur,M19,Core Set 2019,{3}{R},['Red'],Creature — Minotaur,,Common
447284,Inferno Hellion,M19,Core Set 2019,{3}{R},['Red'],Creature — Hellion,,Uncommon
447285,"Lathliss, Dragon Queen",M19,Core Set 2019,{4}{R}{R},['Red'],Legendary Creature — Dragon,['Legendary'],Rare
447286,Lava Axe,M19,Core Set 2019,{4}{R},['Red'],Sorcery,,Common
447287,Lightning Mare,M19,Core Set 2019,{R}{R},['Red'],Creature — Elemental Horse,,Uncommon
447288,Lightning Strike,M19,Core Set 2019,{1}{R},['Red'],Instant,,Uncommon
447289,Onakke Ogre,M19,Core Set 2019,{2}{R},['Red'],Creature — Ogre Warrior,,Common
447290,"Sarkhan, Fireblood",M19,Core Set 2019,{1}{R}{R},['Red'],Legendary Planeswalker — Sarkhan,['Legendary'],Mythic Rare
447291,Sarkhan's Unsealing,M19,Core Set 2019,{3}{R},['Red'],Enchantment,,Rare
447292,Shock,M19,Core Set 2019,{R},['Red'],Instant,,Common
447293,Siegebreaker Giant,M19,Core Set 2019,{3}{R}{R},['Red'],Creature — Giant Warrior,,Uncommon
447294,Smelt,M19,Core Set 2019,{R},['Red'],Instant,,Common
447295,Sparktongue Dragon,M19,Core Set 2019,{3}{R}{R},['Red'],Creature — Dragon,,Common
447296,Spit Flame,M19,Core Set 2019,{2}{R},['Red'],Instant,,Rare
447297,Sure Strike,M19,Core Set 2019,{1}{R},['Red'],Instant,,Common
447298,Tectonic Rift,M19,Core Set 2019,{3}{R},['Red'],Sorcery,,Uncommon
447299,Thud,M19,Core Set 2019,{R},['Red'],Sorcery,,Uncommon
447300,Tormenting Voice,M19,Core Set 2019,{1}{R},['Red'],Sorcery,,Common
447301,Trumpet Blast,M19,Core Set 2019,{2}{R},['Red'],Instant,,Common
447302,Viashino Pyromancer,M19,Core Set 2019,{1}{R},['Red'],Creature — Viashino Wizard,,Common
447303,Volcanic Dragon,M19,Core Set 2019,{4}{R}{R},['Red'],Creature — Dragon,,Uncommon
447304,Volley Veteran,M19,Core Set 2019,{3}{R},['Red'],Creature — Goblin Warrior,,Uncommon
447305,Blanchwood Armor,M19,Core Set 2019,{2}{G},['Green'],Enchantment — Aura,,Uncommon
447306,Bristling Boar,M19,Core Set 2019,{3}{G},['Green'],Creature — Boar,,Common
447307,Centaur Courser,M19,Core Set 2019,{2}{G},['Green'],Creature — Centaur Warrior,,Common
447308,Colossal Dreadmaw,M19,Core Set 2019,{4}{G}{G},['Green'],Creature — Dinosaur,,Common
447309,Colossal Majesty,M19,Core Set 2019,{2}{G},['Green'],Enchantment,,Uncommon
447310,Daggerback Basilisk,M19,Core Set 2019,{2}{G},['Green'],Creature — Basilisk,,Common
447311,Declare Dominance,M19,Core Set 2019,{3}{G}{G},['Green'],Sorcery,,Uncommon
447312,Druid of Horns,M19,Core Set 2019,{3}{G},['Green'],Creature — Human Druid,,Uncommon
447313,Druid of the Cowl,M19,Core Set 2019,{1}{G},['Green'],Creature — Elf Druid,,Common
447314,Dryad Greenseeker,M19,Core Set 2019,{1}{G},['Green'],Creature — Dryad,,Uncommon
447315,Elvish Clancaller,M19,Core Set 2019,{G}{G},['Green'],Creature — Elf Druid,,Rare
447316,Elvish Rejuvenator,M19,Core Set 2019,{2}{G},['Green'],Creature — Elf Druid,,Common
447317,Ghastbark Twins,M19,Core Set 2019,{5}{G}{G},['Green'],Creature — Treefolk,,Uncommon
447318,Ghirapur Guide,M19,Core Set 2019,{2}{G},['Green'],Creature — Elf Scout,,Uncommon
447319,Giant Spider,M19,Core Set 2019,{3}{G},['Green'],Creature — Spider,,Common
447320,Gift of Paradise,M19,Core Set 2019,{2}{G},['Green'],Enchantment — Aura,,Uncommon
447321,Gigantosaurus,M19,Core Set 2019,{G}{G}{G}{G}{G},['Green'],Creature — Dinosaur,,Rare
447322,"Goreclaw, Terror of Qal Sisma",M19,Core Set 2019,{3}{G},['Green'],Legendary Creature — Bear,['Legendary'],Rare
447323,Greenwood Sentinel,M19,Core Set 2019,{1}{G},['Green'],Creature — Elf Scout,,Common
447324,Highland Game,M19,Core Set 2019,{1}{G},['Green'],Creature — Elk,,Common
447325,Hungering Hydra,M19,Core Set 2019,{X}{G},['Green'],Creature — Hydra,,Rare
447326,Naturalize,M19,Core Set 2019,{1}{G},['Green'],Instant,,Common
447327,Oakenform,M19,Core Set 2019,{2}{G},['Green'],Enchantment — Aura,,Common
447328,Pelakka Wurm,M19,Core Set 2019,{4}{G}{G}{G},['Green'],Creature — Wurm,,Rare
447329,Plummet,M19,Core Set 2019,{1}{G},['Green'],Instant,,Common
447330,Prodigious Growth,M19,Core Set 2019,{4}{G}{G},['Green'],Enchantment — Aura,,Rare
447331,Rabid Bite,M19,Core Set 2019,{1}{G},['Green'],Sorcery,,Common
447332,Reclamation Sage,M19,Core Set 2019,{2}{G},['Green'],Creature — Elf Shaman,,Uncommon
447333,Recollect,M19,Core Set 2019,{2}{G},['Green'],Sorcery,,Uncommon
447334,Rhox Oracle,M19,Core Set 2019,{4}{G},['Green'],Creature — Rhino Monk,,Common
447335,Root Snare,M19,Core Set 2019,{1}{G},['Green'],Instant,,Common
447336,Runic Armasaur,M19,Core Set 2019,{1}{G}{G},['Green'],Creature — Dinosaur,,Rare
447337,Scapeshift,M19,Core Set 2019,{2}{G}{G},['Green'],Sorcery,,Mythic Rare
447338,Talons of Wildwood,M19,Core Set 2019,{1}{G},['Green'],Enchantment — Aura,,Common
447339,Thorn Lieutenant,M19,Core Set 2019,{1}{G},['Green'],Creature — Elf Warrior,,Rare
447340,Thornhide Wolves,M19,Core Set 2019,{4}{G},['Green'],Creature — Wolf,,Common
447341,Titanic Growth,M19,Core Set 2019,{1}{G},['Green'],Instant,,Common
447342,Vigilant Baloth,M19,Core Set 2019,{3}{G}{G},['Green'],Creature — Beast,,Uncommon
447343,Vine Mare,M19,Core Set 2019,{2}{G}{G},['Green'],Creature — Elemental Horse,,Uncommon
447344,Vivien Reid,M19,Core Set 2019,{3}{G}{G},['Green'],Legendary Planeswalker — Vivien,['Legendary'],Mythic Rare
447345,Vivien's Invocation,M19,Core Set 2019,{5}{G}{G},['Green'],Sorcery,,Rare
447346,Wall of Vines,M19,Core Set 2019,{G},['Green'],Creature — Plant Wall,,Common
447347,Aerial Engineer,M19,Core Set 2019,{2}{W}{U},"['White', 'Blue']",Creature — Human Artificer,,Uncommon
447348,"Arcades, the Strategist",M19,Core Set 2019,{1}{G}{W}{U},"['White', 'Blue', 'Green']",Legendary Creature — Elder Dragon,['Legendary'],Mythic Rare
447349,Brawl-Bash Ogre,M19,Core Set 2019,{2}{B}{R},"['Black', 'Red']",Creature — Ogre Warrior,,Uncommon
447350,"Chromium, the Mutable",M19,Core Set 2019,{4}{W}{U}{B},"['White', 'Blue', 'Black']",Legendary Creature — Elder Dragon,['Legendary'],Mythic Rare
447351,Draconic Disciple,M19,Core Set 2019,{1}{R}{G},"['Red', 'Green']",Creature — Human Shaman,,Uncommon
447352,Enigma Drake,M19,Core Set 2019,{1}{U}{R},"['Blue', 'Red']",Creature — Drake,,Uncommon
447353,Heroic Reinforcements,M19,Core Set 2019,{2}{R}{W},"['White', 'Red']",Sorcery,,Uncommon
447354,"Nicol Bolas, the Ravager",M19,Core Set 2019,{1}{U}{B}{R},"['Blue', 'Black', 'Red']",Legendary Creature — Elder Dragon,['Legendary'],Mythic Rare
447355,"Nicol Bolas, the Arisen",M19,Core Set 2019,,"['Blue', 'Black', 'Red']",Legendary Planeswalker — Bolas,['Legendary'],Mythic Rare
447356,"Palladia-Mors, the Ruiner",M19,Core Set 2019,{3}{R}{G}{W},"['White', 'Red', 'Green']",Legendary Creature — Elder Dragon,['Legendary'],Mythic Rare
447357,Poison-Tip Archer,M19,Core Set 2019,{2}{B}{G},"['Black', 'Green']",Creature — Elf Archer,,Uncommon
447358,Psychic Symbiont,M19,Core Set 2019,{4}{U}{B},"['Blue', 'Black']",Creature — Nightmare Horror,,Uncommon
447359,Regal Bloodlord,M19,Core Set 2019,{3}{W}{B},"['White', 'Black']",Creature — Vampire Soldier,,Uncommon
447360,Satyr Enchanter,M19,Core Set 2019,{1}{G}{W},"['White', 'Green']",Creature — Satyr Druid,,Uncommon
447361,Skyrider Patrol,M19,Core Set 2019,{2}{G}{U},"['Blue', 'Green']",Creature — Elf Scout,,Uncommon
447362,"Vaevictis Asmadi, the Dire",M19,Core Set 2019,{3}{B}{R}{G},"['Black', 'Red', 'Green']",Legendary Creature — Elder Dragon,['Legendary'],Mythic Rare
447363,Amulet of Safekeeping,M19,Core Set 2019,{2},,Artifact,,Rare
447364,Arcane Encyclopedia,M19,Core Set 2019,{3},,Artifact,,Uncommon
447365,Chaos Wand,M19,Core Set 2019,{3},,Artifact,,Rare
447366,Crucible of Worlds,M19,Core Set 2019,{3},,Artifact,,Mythic Rare
447367,Desecrated Tomb,M19,Core Set 2019,{3},,Artifact,,Rare
447368,Diamond Mare,M19,Core Set 2019,{2},,Artifact Creature — Horse,,Uncommon
447369,Dragon's Hoard,M19,Core Set 2019,{3},,Artifact,,Rare
447370,Explosive Apparatus,M19,Core Set 2019,{1},,Artifact,,Common
447371,Field Creeper,M19,Core Set 2019,{2},,Artifact Creature — Scarecrow,,Common
447372,Fountain of Renewal,M19,Core Set 2019,{1},,Artifact,,Uncommon
447373,Gargoyle Sentinel,M19,Core Set 2019,{3},,Artifact Creature — Gargoyle,,Uncommon
447374,Gearsmith Guardian,M19,Core Set 2019,{5},,Artifact Creature — Construct,,Common
447375,Magistrate's Scepter,M19,Core Set 2019,{3},,Artifact,,Rare
447376,Manalith,M19,Core Set 2019,{3},,Artifact,,Common
447377,Marauder's Axe,M19,Core Set 2019,{2},,Artifact — Equipment,,Common
447378,Meteor Golem,M19,Core Set 2019,{7},,Artifact Creature — Golem,,Uncommon
447379,Millstone,M19,Core Set 2019,{2},,Artifact,,Uncommon
447380,Rogue's Gloves,M19,Core Set 2019,{2},,Artifact — Equipment,,Uncommon
447381,Sigiled Sword of Valeron,M19,Core Set 2019,{3},,Artifact — Equipment,,Rare
447382,Skyscanner,M19,Core Set 2019,{3},,Artifact Creature — Thopter,,Common
447383,Suspicious Bookcase,M19,Core Set 2019,{2},,Artifact Creature — Wall,,Uncommon
447384,Transmogrifying Wand,M19,Core Set 2019,{3},,Artifact,,Rare
447385,Cinder Barrens,M19,Core Set 2019,,,Land,,Common
447386,Detection Tower,M19,Core Set 2019,,,Land,,Rare
447387,Forsaken Sanctuary,M19,Core Set 2019,,,Land,,Common
447388,Foul Orchard,M19,Core Set 2019,,,Land,,Common
447389,Highland Lake,M19,Core Set 2019,,,Land,,Common
447390,Meandering River,M19,Core Set 2019,,,Land,,Common
447391,Reliquary Tower,M19,Core Set 2019,,,Land,,Uncommon
447392,Rupture Spire,M19,Core Set 2019,,,Land,,Uncommon
447393,Stone Quarry,M19,Core Set 2019,,,Land,,Common
447394,Submerged Boneyard,M19,Core Set 2019,,,Land,,Common
447395,Timber Gorge,M19,Core Set 2019,,,Land,,Common
447396,Tranquil Expanse,M19,Core Set 2019,,,Land,,Common
447397,Woodland Stream,M19,Core Set 2019,,,Land,,Common
447398,Plains,M19,Core Set 2019,,,Basic Land — Plains,['Basic'],Basic Land
447399,Plains,M19,Core Set 2019,,,Basic Land — Plains,['Basic'],Basic Land
447400,Plains,M19,Core Set 2019,,,Basic Land — Plains,['Basic'],Basic Land
447401,Plains,M19,Core Set 2019,,,Basic Land — Plains,['Basic'],Basic Land
447402,Island,M19,Core Set 2019,,,Basic Land — Island,['Basic'],Basic Land
447403,Island,M19,Core Set 2019,,,Basic Land — Island,['Basic'],Basic Land
447404,Island,M19,Core Set 2019,,,Basic Land — Island,['Basic'],Basic Land
447405,Island,M19,Core Set 2019,,,Basic Land — Island,['Basic'],Basic Land
